id_assegnazione,id_sinistro,id_perito,data_assegnazione,data_sopralluogo,compenso_perito
3452,3816,138,2024-08-29,2024-08-30,363.52
3453,3817,194,2024-12-21,2024-12-25,443.23
3454,3819,172,2024-05-06,2024-05-11,273.48
3455,3820,84,2025-01-31,2025-02-05,400.86
3456,3821,136,2024-12-28,2025-01-04,416.83
3457,3824,111,2026-08-06,2026-08-15,155.27
3458,3825,145,2023-03-07,2023-03-08,433.16
3459,3826,147,2026-02-23,2026-02-27,95.24
3460,3827,56,2026-07-06,2026-07-12,291.7
3461,3828,141,2026-08-25,2026-08-26,91.76
3462,3829,61,2026-04-10,2026-04-20,353.65
3463,3830,27,2025-10-27,2025-11-04,179.41
3464,3831,135,2023-11-25,2023-11-28,368.81
3465,3832,12,2026-05-14,2026-05-24,428.77
3466,3833,90,2026-08-14,2026-08-17,267.81
3467,3834,26,2026-07-10,2026-07-14,321.32
3468,3835,57,2026-02-21,2026-02-25,96.1
3469,3836,47,2024-12-22,2024-12-30,262.91
3470,3837,71,2024-01-25,2024-01-29,262.14
3471,3838,82,2025-06-11,2025-06-21,344.29
3472,3839,90,2023-11-14,2023-11-24,
3473,3841,29,2026-05-11,2026-05-20,207.15
3474,3842,69,2024-02-22,2024-03-02,
3475,3843,84,2025-08-09,2025-08-12,309.28
3476,3844,35,2023-09-28,2023-10-08,375.09
3477,3845,60,2023-05-25,2023-06-03,391.99
3478,3846,91,2025-03-30,2025-04-07,245.33
3479,3847,31,2024-07-28,2024-07-29,127.4
3480,3848,183,2023-08-13,2023-08-19,310.46
3481,3849,163,2026-06-04,2026-06-14,256.21
3482,3850,142,2025-11-08,2025-11-18,206.4
3483,3852,85,2025-01-16,2025-01-19,225.8
3484,3853,40,2024-07-09,2024-07-17,261.44
3485,3854,26,2026-07-09,2026-07-10,104.94
3486,3855,44,2024-11-20,2024-11-30,441.7
3487,3856,205,2026-07-05,2026-07-13,364.52
3488,3857,1,2026-08-21,2026-08-25,382.65
3489,3858,177,2023-12-23,2024-01-01,293.6
3490,3859,61,2026-05-08,2026-05-15,432.33
3491,3861,180,2026-06-23,2026-07-01,371.71
3492,3862,55,2025-10-23,2025-11-01,223.51
3493,3863,212,2026-03-20,2026-03-22,431.89
3494,3864,185,2026-08-15,2026-08-21,171.41
3495,3866,74,2025-02-18,2025-02-20,216.49
3496,3867,30,2025-05-18,2025-05-24,295.6
3497,3868,187,2024-03-27,2024-03-30,439.79
3498,3869,135,2025-10-22,2025-10-30,265.31
3499,3870,147,2023-08-19,2023-08-27,294.21
3500,3871,147,2026-05-23,2026-05-25,167.31
3501,3872,204,2023-04-24,2023-04-26,425.09
3502,3873,16,2025-06-05,2025-06-11,
3503,3874,5,2025-02-16,2025-02-25,300.17
3504,3875,85,2025-04-27,2025-05-07,445.02
3505,3876,13,2025-12-03,2025-12-04,264.2
3506,3877,21,2023-11-30,2023-12-05,341.67
3507,3878,90,2026-07-29,2026-07-30,218.41
3508,3879,10,2026-02-20,2026-03-01,432.42
3509,3880,68,2026-07-20,2026-07-26,163.32
3510,3881,170,2024-04-17,2024-04-22,447.24
3511,3882,29,2023-11-09,2023-11-17,152.92
3512,3883,205,2024-02-02,2024-02-08,252.2
3513,3884,60,2023-03-21,2023-03-30,80.71
3514,3885,77,2026-07-20,2026-07-24,96.39
3515,3886,86,2024-10-17,2024-10-25,417.39
3516,3887,49,2025-05-25,2025-06-01,412.27
3517,3888,62,2025-09-14,2025-09-20,164.92
3518,3889,61,2024-04-21,2024-04-23,306.41
3519,3890,151,2023-11-19,2023-11-21,218.48
3520,3891,126,2024-06-06,2024-06-12,333.5
3521,3892,212,2024-01-22,2024-01-25,389.29
3522,3893,220,2025-08-27,2025-08-30,421.49
3523,3894,217,2025-02-17,2025-02-26,366.72
3524,3895,110,2026-07-26,2026-08-03,290.22
3525,3896,8,2023-05-04,2023-05-12,321.75
3526,3897,86,2026-03-08,2026-03-12,144.38
3527,3898,192,2025-02-11,2025-02-18,306.15
3528,3900,192,2024-08-13,2024-08-19,186.85
3529,3901,212,2024-04-16,2024-04-24,336.27
3530,3902,169,2024-07-25,2024-08-04,325.04
3531,3903,160,2026-02-24,2026-03-03,214.73
3532,3904,20,2025-07-22,2025-07-28,334.89
3533,3905,108,2025-09-10,2025-09-11,245.95
3534,3906,164,2025-12-02,2025-12-07,312.47
3535,3908,148,2023-07-12,2023-07-15,427.62
3536,3909,200,2024-09-12,2024-09-18,121.85
3537,3910,27,2023-09-26,2023-10-01,414.43
3538,3911,91,2024-02-27,2024-03-02,425.21
3539,3912,129,2023-06-19,2023-06-20,358.77
3540,3913,209,2024-09-17,2024-09-25,416.37
3541,3914,203,2025-03-09,2025-03-17,291.55
3542,3915,137,2026-03-21,2026-03-27,302.04
3543,3916,187,2023-06-17,2023-06-22,355.46
3544,3917,209,2026-06-19,2026-06-24,154.91
3545,3918,60,2024-10-13,2024-10-19,400.38
3546,3919,112,2026-08-08,2026-08-15,390.5
3547,3920,106,2025-03-27,2025-04-06,303.61
3548,3921,46,2026-07-22,2026-07-23,158.5
3549,3922,74,2026-08-20,2026-08-30,213.5
3550,3923,66,2023-12-22,2023-12-28,103.02
3551,3924,114,2024-01-27,2024-02-03,422.98
3552,3925,204,2026-07-10,2026-07-12,141.55
3553,3926,129,2026-07-26,2026-08-01,376.22
3554,3927,149,2026-03-28,2026-04-05,271.67
3555,3928,193,2026-08-19,2026-08-23,242.19
3556,3929,130,2023-11-28,2023-11-30,397.75
3557,3930,62,2026-08-27,2026-08-29,332.91
3558,3931,122,2025-02-15,2025-02-25,424.12
3559,3932,37,2026-08-15,2026-08-21,169.13
3560,3933,35,2023-04-01,2023-04-10,295.88
3561,3934,201,2026-08-07,2026-08-08,258.25
3562,3936,127,2025-06-05,2025-06-09,232.11
3563,3937,192,2026-05-17,2026-05-27,421.56
3564,3938,3,2024-11-02,2024-11-07,100.34
3565,3939,85,2024-10-12,2024-10-15,232.2
3566,3940,203,2023-09-23,2023-09-28,280.73
3567,3941,149,2025-03-30,2025-04-09,267.74
3568,3942,10,2026-08-06,2026-08-09,210.81
3569,3943,139,2026-07-21,2026-07-25,319.51
3570,3944,151,2026-08-24,2026-08-30,128.35
3571,3945,61,2024-06-03,2024-06-07,233.41
3572,3947,160,2025-08-26,2025-08-28,128.6
3573,3948,125,2025-02-01,2025-02-03,312.9
3574,3949,18,2026-04-03,2026-04-08,197.59
3575,3950,59,2025-12-29,2026-01-01,127.14
3576,3951,15,2026-03-04,2026-03-12,226.48
3577,3952,126,2026-08-14,2026-08-18,401.69
3578,3953,23,2025-07-13,2025-07-16,126.15
3579,3954,101,2026-04-19,2026-04-28,425.21
3580,3955,69,2024-09-04,2024-09-12,342.48
3581,3956,42,2024-01-17,2024-01-20,295.53
3582,3957,107,2026-07-04,2026-07-12,117.15
3583,3958,141,2025-04-30,2025-05-04,91.95
3584,3959,33,2023-11-13,2023-11-23,125.72
3585,3960,133,2024-03-05,2024-03-13,390.76
3586,3961,86,2023-10-06,2023-10-14,250.7
3587,3962,151,2026-08-10,2026-08-11,322.75
3588,3963,174,2025-09-21,2025-09-29,81.99
3589,3964,20,2025-11-28,2025-12-05,354.83
3590,3965,8,2026-08-24,2026-08-28,225.68
3591,3966,4,2025-10-17,2025-10-23,401.11
3592,3967,114,2024-05-05,2024-05-12,134.28
3593,3968,70,2026-06-22,2026-06-30,443.69
3594,3969,173,2024-02-11,2024-02-14,151.29
3595,3970,178,2024-08-19,2024-08-29,380.32
3596,3971,198,2026-04-20,2026-04-26,390.76
3597,3972,5,2026-05-15,2026-05-19,103.42
3598,3973,111,2024-06-11,2024-06-18,165.5
3599,3974,46,2024-11-19,2024-11-21,392.69
3600,3975,174,2024-03-30,2024-04-09,435.72
3601,3976,209,2026-07-21,2026-07-30,365.69
3602,3977,174,2023-02-24,2023-03-05,
3603,3979,57,2025-07-16,2025-07-17,229.8
3604,3980,53,2025-01-02,2025-01-06,123.13
3605,3981,7,2025-12-31,2026-01-10,425.17
3606,3982,155,2023-09-19,2023-09-25,188.49
3607,3983,108,2026-01-15,2026-01-19,272.63
3608,3984,26,2025-01-10,2025-01-13,270.68
3609,3985,211,2024-08-08,2024-08-10,364.66
3610,3986,211,2025-08-21,2025-08-27,282.66
3611,3987,103,2026-06-19,2026-06-22,
3612,3988,144,2026-07-06,2026-07-09,122.44
3613,3989,159,2024-06-02,2024-06-11,179.05
3614,3990,125,2025-09-26,2025-10-03,253.8
3615,3991,193,2024-01-07,2024-01-15,359.7
3616,3992,9,2026-03-25,2026-04-03,107.9
3617,3993,29,2023-12-27,2024-01-02,204.54
3618,3995,85,2025-08-01,2025-08-05,273.53
3619,3996,26,2024-10-03,2024-10-08,440.87
3620,3997,62,2026-08-24,2026-09-03,171.53
3621,3998,196,2024-01-04,2024-01-07,335.04
3622,3999,55,2025-02-17,2025-02-21,181.48
3623,4000,40,2024-12-07,2024-12-08,200.4
3624,4001,191,2026-05-21,2026-05-23,98.18
3625,4002,216,2025-05-01,2025-05-04,182.69
3626,4003,203,2024-01-08,2024-01-16,333.32
3627,4004,172,2024-03-26,2024-03-29,108.63
3628,4005,97,2026-04-08,2026-04-18,370.81
3629,4006,170,2026-05-30,2026-06-07,432.62
3630,4007,93,2025-01-27,2025-01-28,358.64
3631,4008,109,2025-06-09,2025-06-11,
3632,4009,176,2026-05-16,2026-05-23,249.65
3633,4010,218,2025-05-04,2025-05-11,287.96
3634,4011,12,2024-11-08,2024-11-15,186.58
3635,4012,138,2024-04-13,2024-04-19,331.65
3636,4013,123,2026-08-26,2026-08-27,390.9
3637,4014,164,2025-10-01,2025-10-11,186.25
3638,4015,160,2026-01-04,2026-01-05,174.28
3639,4016,189,2026-08-08,2026-08-13,359.24
3640,4017,158,2026-07-10,2026-07-15,269.97
3641,4018,116,2025-07-24,2025-08-02,434.92
3642,4020,167,2026-03-22,2026-03-28,177.65
3643,4021,14,2025-04-12,2025-04-16,329.93
3644,4022,217,2025-04-04,2025-04-10,158.44
3645,4023,187,2025-05-30,2025-06-06,84.04
3646,4024,81,2023-09-04,2023-09-13,392.32
3647,4025,105,2025-11-23,2025-11-28,210.27
3648,4026,31,2023-07-05,2023-07-06,113.39
3649,4027,156,2023-09-09,2023-09-15,430.36
3650,4028,128,2026-02-25,2026-02-27,381.9
3651,4029,54,2026-07-28,2026-07-29,253.66
3652,4030,20,2023-12-31,2024-01-10,92.07
3653,4031,99,2026-08-20,2026-08-21,180.1
3654,4032,19,2023-12-01,2023-12-07,122.72
3655,4035,204,2026-03-29,2026-03-30,354.99
3656,4037,29,2025-11-14,2025-11-19,189.06
3657,4038,83,2024-01-31,2024-02-06,164.66
3658,4039,140,2026-08-21,2026-08-27,238.05
3659,4040,63,2025-01-07,2025-01-08,423.62
3660,4041,189,2025-07-08,2025-07-15,273.19
3661,4042,54,2024-10-06,2024-10-15,97.58
3662,4043,219,2026-04-29,2026-05-09,223.73
3663,4044,107,2026-08-16,2026-08-18,347.1
3664,4045,40,2025-01-13,2025-01-23,249.59
3665,4047,44,2025-10-05,2025-10-14,251.13
3666,4048,28,2023-12-21,2023-12-22,288.04
3667,4049,129,2024-05-10,2024-05-20,395.23
3668,4050,45,2026-06-02,2026-06-10,311.94
3669,4051,10,2024-07-30,2024-08-05,130.78
3670,4052,32,2023-12-08,2023-12-17,122.77
3671,4053,21,2026-05-10,2026-05-18,172.41
3672,4055,112,2025-07-20,2025-07-26,168.15
3673,4056,8,2026-01-30,2026-02-09,237.78
3674,4057,175,2025-06-12,2025-06-14,353.13
3675,4058,129,2026-04-21,2026-04-26,378.64
3676,4059,75,2024-09-06,2024-09-09,267.08
3677,4060,13,2026-08-26,2026-08-30,345.39
3678,4061,52,2025-05-18,2025-05-24,345.9
3679,4062,198,2023-08-16,2023-08-26,
3680,4064,201,2025-12-04,2025-12-05,342.93
3681,4066,95,2024-12-25,2025-01-02,379.29
3682,4067,118,2026-08-21,2026-08-29,279.91
3683,4069,44,2024-05-16,2024-05-19,413.64
3684,4070,46,2026-04-29,2026-04-30,258.47
3685,4071,154,2025-08-25,2025-09-04,368.46
3686,4072,109,2024-04-23,2024-05-01,
3687,4073,56,2025-05-27,2025-05-30,83.49
3688,4074,172,2025-03-22,2025-03-23,103.17
3689,4075,76,2025-08-02,2025-08-08,378.25
3690,4076,130,2026-03-11,2026-03-12,141.41
3691,4077,191,2025-08-04,2025-08-14,128.95
3692,4078,192,2024-01-30,2024-02-04,225.4
3693,4079,78,2026-04-16,2026-04-23,152.78
3694,4080,164,2023-10-20,2023-10-25,107.28
3695,4081,85,2023-06-01,2023-06-04,182.02
3696,4082,141,2024-03-17,2024-03-20,
3697,4083,175,2024-01-06,2024-01-12,369.64
3698,4084,171,2025-09-20,2025-09-24,328.58
3699,4085,199,2025-04-05,2025-04-13,139.21
3700,4086,117,2025-04-23,2025-04-26,264.08
3701,4087,13,2023-12-31,2024-01-08,364.57
3702,4088,193,2026-03-10,2026-03-13,325.99
3703,4089,29,2023-12-20,2023-12-24,229.72
3704,4090,149,2025-06-21,2025-06-23,183.79
3705,4091,58,2026-02-06,2026-02-14,252.71
3706,4092,72,2023-12-18,2023-12-22,244.61
3707,4094,10,2026-04-27,2026-05-01,228.15
3708,4096,135,2025-11-11,2025-11-12,283.94
3709,4098,192,2026-07-19,2026-07-23,412.6
3710,4099,201,2026-05-04,2026-05-10,332.48
3711,4100,1,2025-11-06,2025-11-13,173.7
3712,4101,86,2024-01-10,2024-01-11,223.33
3713,4102,35,2025-05-14,2025-05-22,221.68
3714,4103,25,2026-05-15,2026-05-16,424.44
3715,4104,211,2024-01-31,2024-02-08,220.98
3716,4105,162,2023-11-28,2023-12-02,321.29
3717,4106,219,2024-08-28,2024-09-02,283.6
3718,4107,146,2024-12-02,2024-12-05,437.69
3719,4109,215,2026-08-27,2026-08-31,137.82
3720,4110,87,2026-05-08,2026-05-17,
3721,4111,10,2023-10-07,2023-10-14,339.11
3722,4112,26,2023-05-25,2023-06-03,173.85
3723,4113,21,2024-03-10,2024-03-13,306.02
3724,4116,17,2026-08-22,2026-08-28,234.58
3725,4118,86,2026-03-10,2026-03-16,157.07
3726,4119,48,2026-03-31,2026-04-03,245.37
3727,4120,76,2026-08-17,2026-08-25,157.73
3728,4121,63,2024-12-20,2024-12-30,137.35
3729,4122,120,2025-06-11,2025-06-20,82.61
3730,4124,15,2024-05-31,2024-06-05,148.61
3731,4125,168,2024-04-06,2024-04-07,205.14
3732,4126,199,2026-07-24,2026-08-01,222.45
3733,4127,106,2026-03-17,2026-03-21,351.73
3734,4128,199,2024-10-28,2024-11-05,240.85
3735,4129,147,2025-10-02,2025-10-12,235.64
3736,4130,112,2025-01-28,2025-01-30,367.19
3737,4131,154,2026-07-12,2026-07-20,369.53
3738,4132,136,2024-03-05,2024-03-14,211.15
3739,4133,147,2026-01-16,2026-01-24,104.94
3740,4134,28,2024-06-09,2024-06-10,199.43
3741,4135,71,2024-08-24,2024-08-26,390.32
3742,4136,130,2024-10-03,2024-10-05,363.43
3743,4137,54,2025-06-15,2025-06-20,179.75
3744,4139,103,2023-09-30,2023-10-06,233.01
3745,4142,73,2026-05-04,2026-05-13,162.87
3746,4143,131,2026-06-18,2026-06-24,314.14
3747,4144,57,2025-09-13,2025-09-21,180.5
3748,4145,104,2023-10-03,2023-10-11,172.04
3749,4146,63,2025-01-13,2025-01-17,144.79
3750,4147,28,2025-11-25,2025-12-04,271.46
3751,4148,101,2023-08-17,2023-08-20,220.15
3752,4149,119,2024-10-08,2024-10-18,319.54
3753,4150,110,2024-05-17,2024-05-26,129.19
3754,4151,183,2026-02-15,2026-02-22,200.89
3755,4152,42,2025-02-16,2025-02-19,172.06
3756,4153,130,2023-04-11,2023-04-12,94.34
3757,4154,185,2024-12-04,2024-12-11,
3758,4155,109,2026-06-23,2026-06-27,242.4
3759,4156,11,2025-04-12,2025-04-15,447.09
3760,4157,168,2025-11-02,2025-11-04,371.1
3761,4158,38,2026-01-18,2026-01-21,128.05
3762,4159,12,2025-10-31,2025-11-04,239.4
3763,4160,141,2026-03-02,2026-03-11,179.73
3764,4161,4,2026-07-13,2026-07-19,298.45
3765,4162,104,2023-10-04,2023-10-11,448.34
3766,4163,21,2023-09-03,2023-09-11,368.23
3767,4164,124,2024-04-17,2024-04-22,166.41
3768,4165,167,2025-08-28,2025-08-29,319.81
3769,4166,108,2023-05-20,2023-05-24,174.21
3770,4168,69,2024-04-04,2024-04-06,
3771,4170,16,2023-12-15,2023-12-25,120.87
3772,4171,177,2023-09-23,2023-10-02,195.92
3773,4172,197,2026-02-17,2026-02-23,383.17
3774,4173,203,2026-03-09,2026-03-10,165.8
3775,4174,66,2025-08-06,2025-08-16,259.77
3776,4175,210,2025-11-03,2025-11-07,322.42
3777,4177,33,2026-07-24,2026-07-27,427.54
3778,4178,183,2026-06-06,2026-06-14,430.23
3779,4179,206,2025-06-23,2025-06-28,344.84
3780,4180,216,2025-07-27,2025-07-28,410.66
3781,4181,162,2025-05-31,2025-06-02,364.22
3782,4182,81,2025-02-27,2025-03-02,82.33
3783,4184,99,2025-12-08,2025-12-14,161.8
3784,4185,115,2025-01-03,2025-01-13,202.67
3785,4186,207,2026-08-12,2026-08-17,232.95
3786,4187,1,2023-09-20,2023-09-30,398.26
3787,4188,32,2025-08-14,2025-08-15,182.29
3788,4190,193,2026-08-05,2026-08-09,87.69
3789,4191,205,2024-01-18,2024-01-24,295.29
3790,4192,47,2026-08-12,2026-08-19,246.31
3791,4194,215,2024-04-19,2024-04-24,193.47
3792,4195,23,2026-03-22,2026-03-23,155.11
3793,4197,68,2025-11-10,2025-11-12,123.13
3794,4198,122,2025-01-03,2025-01-05,440.17
3795,4199,105,2026-07-18,2026-07-25,402.94
3796,4201,109,2023-12-05,2023-12-06,143.53
3797,4202,52,2025-09-11,2025-09-17,222.73
3798,4203,78,2025-12-08,2025-12-17,441.14
3799,4204,26,2023-11-21,2023-11-30,379.03
3800,4205,207,2023-10-22,2023-10-27,312.45
3801,4206,113,2026-04-14,2026-04-20,343.71
3802,4207,102,2023-12-04,2023-12-07,162.33
3803,4208,9,2024-05-28,2024-06-03,363.3
3804,4209,109,2025-04-06,2025-04-09,333.54
3805,4210,84,2025-02-03,2025-02-09,409.03
3806,4211,190,2025-04-07,2025-04-17,212.55
3807,4212,125,2023-11-15,2023-11-16,89.7
3808,4213,37,2025-08-20,2025-08-29,123.63
3809,4214,26,2023-10-26,2023-11-01,121.7
3810,4215,129,2024-01-18,2024-01-21,366.08
3811,4216,82,2026-08-17,2026-08-21,390.96
3812,4217,69,2025-02-24,2025-03-04,105.91
3813,4218,87,2026-02-03,2026-02-11,449.81
3814,4219,193,2026-08-25,2026-09-04,445.19
3815,4220,154,2025-04-15,2025-04-17,419.82
3816,4221,122,2026-01-30,2026-02-01,225.34
3817,4222,120,2023-07-30,2023-08-02,185.66
3818,4223,47,2024-06-17,2024-06-27,176.76
3819,4224,94,2025-01-12,2025-01-19,254.55
3820,4225,54,2025-12-28,2026-01-06,354.12
3821,4226,146,2025-05-21,2025-05-28,409.86
3822,4228,74,2024-05-22,2024-05-27,178.49
3823,4229,75,2024-04-03,2024-04-09,130.52
3824,4231,65,2023-07-27,2023-07-30,437.2
3825,4232,103,2026-03-26,2026-03-27,327.3
3826,4233,43,2026-06-01,2026-06-05,144.23
3827,4234,125,2024-11-17,2024-11-19,418.81
3828,4235,134,2023-09-22,2023-10-01,264.09
3829,4236,137,2024-08-28,2024-08-30,145.25
3830,4237,17,2025-05-09,2025-05-19,168.65
3831,4238,199,2026-07-15,2026-07-18,92.11
3832,4239,172,2026-07-12,2026-07-16,433.9
3833,4240,19,2024-02-29,2024-03-03,298.37
3834,4241,112,2026-05-08,2026-05-10,245.46
3835,4242,212,2025-07-26,2025-08-02,344.35
3836,4243,216,2026-01-01,2026-01-08,170.02
3837,4244,169,2023-08-08,2023-08-13,221.82
3838,4245,165,2023-09-15,2023-09-25,331.57
3839,4246,153,2025-10-10,2025-10-20,80.81
3840,4247,146,2025-04-08,2025-04-14,
3841,4248,1,2023-06-13,2023-06-23,234.42
3842,4249,201,2026-06-27,2026-06-30,393.55
3843,4250,49,2026-04-01,2026-04-09,235.87
3844,4251,182,2026-08-15,2026-08-25,377.87
3845,4252,208,2023-12-26,2023-12-29,299.58
3846,4254,13,2026-06-21,2026-06-24,82.51
3847,4255,192,2026-05-12,2026-05-15,201.21
3848,4257,137,2026-06-23,2026-06-26,159.39
3849,4258,125,2025-09-13,2025-09-22,334.14
3850,4259,33,2023-07-26,2023-07-31,199.5
3851,4260,147,2025-08-23,2025-08-30,115.82
3852,4261,212,2026-04-27,2026-05-01,363.32
3853,4262,174,2023-11-26,2023-11-27,171.01
3854,4263,47,2024-01-24,2024-01-29,197.25
3855,4264,78,2024-03-12,2024-03-17,427.12
3856,4265,157,2024-03-12,2024-03-17,265.33
3857,4266,11,2025-09-30,2025-10-06,258.47
3858,4267,7,2025-02-02,2025-02-03,281.98
3859,4269,14,2025-06-15,2025-06-21,431.8
3860,4270,220,2026-03-06,2026-03-13,227.45
3861,4271,60,2026-05-23,2026-05-30,267.07
3862,4272,199,2025-02-18,2025-02-24,193.82
3863,4273,146,2026-05-07,2026-05-12,264.69
3864,4274,182,2025-10-29,2025-11-07,182.64
3865,4275,108,2026-08-07,2026-08-11,423.83
3866,4276,176,2024-09-18,2024-09-26,223.4
3867,4277,42,2024-07-31,2024-08-08,363.45
3868,4278,114,2024-05-31,2024-06-06,181.71
3869,4279,130,2025-04-24,2025-05-02,182.77
3870,4280,99,2026-05-03,2026-05-10,437.56
3871,4281,194,2024-01-21,2024-01-29,380.41
3872,4282,193,2024-07-19,2024-07-24,115.19
3873,4284,142,2026-08-22,2026-08-27,361.43
3874,4285,21,2026-06-09,2026-06-19,424.2
3875,4286,35,2023-08-25,2023-09-04,420.79
3876,4287,113,2026-07-26,2026-08-03,192.95
3877,4288,10,2025-11-20,2025-11-21,206.62
3878,4290,103,2023-11-24,2023-11-30,295.22
3879,4291,204,2026-07-03,2026-07-09,355.0
3880,4292,200,2025-06-05,2025-06-08,245.72
3881,4293,196,2024-11-21,2024-11-26,142.44
3882,4294,114,2024-10-09,2024-10-14,216.42
3883,4295,54,2023-10-07,2023-10-11,266.55
3884,4297,205,2025-05-08,2025-05-11,199.55
3885,4298,102,2026-08-08,2026-08-14,427.57
3886,4299,142,2023-10-29,2023-10-31,277.96
3887,4301,117,2025-10-03,2025-10-09,
3888,4302,164,2026-07-22,2026-07-26,209.46
3889,4303,38,2026-06-27,2026-07-07,227.72
3890,4304,117,2023-11-27,2023-11-29,240.09
3891,4305,197,2026-02-11,2026-02-15,280.74
3892,4306,143,2026-08-12,2026-08-17,405.94
3893,4308,193,2026-06-08,2026-06-18,163.2
3894,4309,64,2024-12-28,2025-01-04,135.98
3895,4310,209,2024-01-03,2024-01-07,108.95
3896,4311,32,2026-05-15,2026-05-16,216.87
3897,4312,176,2026-05-26,2026-06-05,80.4
3898,4313,30,2026-08-13,2026-08-23,371.78
3899,4314,171,2023-07-29,2023-08-08,289.34
3900,4315,199,2023-02-11,2023-02-20,358.2
3901,4316,97,2024-01-08,2024-01-12,193.85
3902,4317,116,2026-06-11,2026-06-14,85.29
3903,4318,9,2023-08-15,2023-08-17,153.49
3904,4319,205,2025-01-10,2025-01-12,275.2
3905,4320,23,2025-03-05,2025-03-09,186.81
3906,4321,8,2026-07-04,2026-07-06,342.55
3907,4322,113,2023-06-23,2023-07-02,260.89
3908,4323,214,2023-07-23,2023-07-30,
3909,4324,149,2025-06-25,2025-07-02,307.52
3910,4325,118,2024-04-14,2024-04-19,312.82
3911,4326,185,2026-08-14,2026-08-19,414.72
3912,4327,37,2026-06-23,2026-06-27,195.83
3913,4328,192,2023-12-07,2023-12-09,214.66
3914,4329,180,2025-06-23,2025-07-03,101.48
3915,4330,99,2025-07-26,2025-08-03,249.06
3916,4331,132,2026-02-01,2026-02-09,150.65
3917,4332,13,2023-06-22,2023-07-02,321.36
3918,4333,203,2026-08-12,2026-08-22,317.61
3919,4334,202,2026-08-07,2026-08-14,321.26
3920,4335,93,2026-08-25,2026-09-01,303.91
3921,4336,26,2024-08-22,2024-09-01,433.91
3922,4337,193,2024-04-22,2024-04-25,271.37
3923,4338,140,2024-04-04,2024-04-13,386.25
3924,4339,18,2026-07-11,2026-07-19,375.01
3925,4340,49,2023-12-18,2023-12-24,439.08
3926,4341,86,2026-01-09,2026-01-14,339.35
3927,4342,83,2024-11-15,2024-11-18,287.34
3928,4343,199,2024-09-24,2024-10-04,219.8
3929,4344,187,2024-09-01,2024-09-10,224.03
3930,4345,205,2026-01-30,2026-02-06,283.26
3931,4346,75,2024-10-03,2024-10-04,377.28
3932,4347,113,2024-02-26,2024-03-01,295.25
3933,4348,185,2024-10-23,2024-10-27,200.07
3934,4349,158,2024-06-30,2024-07-01,312.36
3935,4350,181,2026-08-18,2026-08-26,161.11
3936,4351,162,2025-01-18,2025-01-24,441.67
3937,4352,192,2025-01-30,2025-02-03,95.71
3938,4353,10,2026-08-24,2026-08-28,179.7
3939,4354,92,2024-03-16,2024-03-18,307.64
3940,4355,130,2025-12-29,2026-01-01,435.17
3941,4356,56,2026-03-04,2026-03-11,356.71
3942,4357,71,2026-08-04,2026-08-13,434.21
3943,4358,82,2026-08-27,2026-09-03,376.59
3944,4359,77,2025-03-28,2025-04-05,131.26
3945,4360,199,2025-12-03,2025-12-04,384.23
3946,4361,209,2024-06-30,2024-07-10,357.12
3947,4362,58,2026-06-06,2026-06-15,327.08
3948,4363,144,2025-01-28,2025-02-06,173.82
3949,4364,174,2023-12-06,2023-12-08,163.61
3950,4365,78,2025-07-21,2025-07-23,434.19
3951,4366,127,2024-12-14,2024-12-21,83.9
3952,4367,130,2024-10-09,2024-10-11,441.72
3953,4368,3,2024-06-11,2024-06-18,416.3
3954,4369,87,2025-08-29,2025-09-07,292.48
3955,4370,99,2025-07-30,2025-08-02,370.89
3956,4371,64,2025-09-29,2025-10-07,412.56
3957,4372,107,2026-08-02,2026-08-11,207.91
3958,4373,18,2024-08-16,2024-08-20,404.5
3959,4374,130,2023-11-27,2023-12-03,389.94
3960,4375,200,2025-09-17,2025-09-19,200.03
3961,4377,72,2023-10-06,2023-10-08,261.46
3962,4378,130,2024-04-25,2024-05-01,148.52
3963,4379,104,2026-06-05,2026-06-10,183.37
3964,4380,4,2025-02-25,2025-03-03,122.72
3965,4381,62,2026-05-12,2026-05-17,131.94
3966,4382,70,2026-08-20,2026-08-23,369.85
3967,4383,8,2026-01-16,2026-01-22,392.92
3968,4384,189,2026-07-11,2026-07-18,
3969,4385,73,2025-09-17,2025-09-23,173.67
3970,4386,51,2024-01-16,2024-01-17,322.1
3971,4387,138,2024-08-26,2024-09-01,446.29
3972,4388,85,2025-03-12,2025-03-19,359.1
3973,4389,153,2024-12-17,2024-12-27,240.08
3974,4390,144,2026-06-15,2026-06-22,128.87
3975,4391,201,2024-06-07,2024-06-14,256.15
3976,4392,49,2026-01-17,2026-01-23,402.87
3977,4393,67,2026-05-15,2026-05-22,171.54
3978,4394,136,2023-06-04,2023-06-13,117.5
3979,4395,71,2025-12-11,2025-12-16,81.57
3980,4396,176,2026-08-27,2026-08-31,125.68
3981,4397,185,2026-05-08,2026-05-15,240.96
3982,4398,15,2025-07-30,2025-08-02,167.4
3983,4399,102,2026-06-17,2026-06-20,333.08
3984,4400,126,2026-08-08,2026-08-10,147.66
3985,4401,167,2025-07-17,2025-07-26,199.77
3986,4402,199,2025-02-13,2025-02-17,407.14
3987,4404,121,2025-05-28,2025-06-06,423.69
3988,4405,44,2026-08-02,2026-08-08,313.16
3989,4406,55,2023-02-28,2023-03-09,341.19
