id_sinistro,id_polizza,data_denuncia,tipo_danno,tipo_modulo_cai,regione_sinistro,importo_stimato_perito,importo_indennizzo_liquidato,esito_sinistro,data_offerta,data_accettazione_danneggiato,data_liquidazione
4131,1879,2026-07-08,Incendio ed elementi naturali,,Calabria,200,0.0,liquidato,2026-07-19,2026-07-22,2026-07-27
4132,4109,2024-03-04,Altri danni ai beni,,Friuli-Venezia Giulia,1637.46,1543.99,liquidato,2024-03-30,2024-04-12,2024-04-18
4133,2726,2026-01-15,RC generale,,Basilicata,6773.92,,in_contenzioso,2026-03-01,,
4134,508,2024-06-04,RC generale,,Friuli-Venezia Giulia,6894.94,,aperto,,,
4135,454,2024-08-23,Altri danni ai beni,,Sicilia,1770.78,1607.44,liquidato,2024-10-05,2024-10-08,2024-10-21
4136,297,2024-09-29,Altri danni ai beni,,Valle d'Aosta,4059.39,3971.04,liquidato,2024-10-29,2024-11-02,2024-11-08
4137,3970,2025-06-13,Incendio ed elementi naturali,,Liguria,14373.01,13462.06,liquidato,2025-07-07,2025-07-12,2025-07-18
4138,2349,2024-06-02,Altri danni ai beni,,Sicilia,761.93,,aperto,,,
4139,2233,2023-09-26,Incendio ed elementi naturali,,Molise,13331.86,,aperto,,,
4140,2598,2024-01-03,RC generale,,Lombardia,,,aperto,,,
4141,4133,2024-11-17,Corpi di veicoli terrestri,,Umbria,2340.2,2203.88,liquidato,2024-12-06,2024-12-15,2024-12-18
4142,1036,2026-05-03,Altri danni ai beni,,Trentino-Alto Adige,1981.6,1785.29,liquidato,2026-07-02,2026-07-04,2026-07-13
4143,2739,2026-06-15,RC autoveicoli terrestri,unilaterale,Calabria,7418.92,,in_contenzioso,2026-07-26,,
4144,3875,2025-09-10,Altri danni ai beni,,Campania,4012.24,3723.7,liquidato,2025-10-12,2025-10-26,2025-08-22
4145,3040,2023-09-29,Incendio ed elementi naturali,,Veneto,12754.23,,in_contenzioso,2023-11-10,,
4146,3742,2025-01-11,Incendio ed elementi naturali,,Abruzzo,11200.11,10593.89,liquidato,2025-01-28,2025-02-08,2025-02-14
4147,948,2025-11-22,RC generale,,Friuli-Venezia Giulia,3189.01,,respinto,,,
4148,784,2023-08-12,RC autoveicoli terrestri,unilaterale,Piemonte,6116.05,,in_contenzioso,2023-08-24,,
4149,1396,2024-10-03,RC autoveicoli terrestri,unilaterale,Valle d'Aosta,200,,in_contenzioso,2024-11-27,,
4150,1661,2024-05-15,RC autoveicoli terrestri,congiunto,Lombardia,3969.91,4046.5,liquidato,2024-06-11,2024-06-12,2024-06-23
4151,3620,2026-02-14,RC generale,,Basilicata,4717.71,,respinto,,,
4152,3308,2025-02-12,Corpi di veicoli terrestri,,Emilia-Romagna,2883.78,2320.79,liquidato,2025-03-02,2025-03-15,2025-03-21
4153,3112,2023-04-07,Corpi di veicoli terrestri,,Valle d'Aosta,6000.74,5533.31,liquidato,2023-05-29,2023-06-01,2023-06-10
4154,2918,2024-11-29,Altri danni ai beni,,Emilia-Romagna,1897.53,,in_contenzioso,2024-12-31,,
4155,949,2026-06-22,Incendio ed elementi naturali,,Trentino-Alto Adige,15310.18,15027.54,liquidato,2026-08-07,2026-08-15,2026-08-18
4156,4152,2025-04-08,Corpi di veicoli terrestri,,Abruzzo,6244.03,6164.43,liquidato,2025-05-16,2025-05-26,2025-05-31
4157,998,2025-10-30,Incendio ed elementi naturali,,Lombardia,13330.19,,aperto,,,
4158,3450,2026-01-15,Corpi di veicoli terrestri,,Liguria,3634.05,3215.93,liquidato,2026-03-07,2026-03-17,2026-03-25
4159,4027,2025-10-27,RC autoveicoli terrestri,unilaterale,Molise,4977.05,4700.59,liquidato,2025-11-27,2025-11-28,2025-12-03
4160,869,2026-02-26,RC generale,,Liguria,12012.16,11457.57,liquidato,2026-03-25,2026-04-01,2026-04-12
4161,1481,2026-07-12,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,7052.84,6739.5,liquidato,2026-07-29,2026-08-06,2026-08-21
4162,604,2023-09-29,RC generale,,Veneto,12179.4,11714.72,liquidato,2023-10-30,2023-11-05,2023-11-16
4163,2222,2023-09-02,Incendio ed elementi naturali,,Trentino-Alto Adige,10620.53,9851.37,liquidato,2023-09-16,2023-09-23,2023-10-07
4164,174,2024-04-13,Altri danni ai beni,,Veneto,2895.17,2808.18,liquidato,2024-05-08,2024-05-27,2024-06-10
4165,308,2025-08-25,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,3107.64,2848.66,liquidato,2025-09-27,2025-10-16,2025-10-28
4166,4100,2023-05-18,Altri danni ai beni,,Abruzzo,2431.46,,aperto,,,
4167,2048,2026-05-12,Incendio ed elementi naturali,,Abruzzo,2071.67,,respinto,,,
4168,888,2024-04-03,RC autoveicoli terrestri,congiunto,Veneto,6347.82,,in_contenzioso,2024-04-21,,
4169,3169,2024-09-02,RC autoveicoli terrestri,congiunto,Emilia-Romagna,3007.64,,aperto,,,
4170,3608,2023-12-12,Altri danni ai beni,,Basilicata,200,0.0,liquidato,2023-12-27,2023-12-29,2024-01-09
4171,2461,2023-09-19,RC generale,,Liguria,1829.45,1552.37,liquidato,2023-10-26,2023-11-06,2023-11-17
4172,3731,2026-02-13,Incendio ed elementi naturali,,Lombardia,10614.87,9525.33,liquidato,2026-04-01,2026-04-03,2026-04-09
4173,2827,2026-03-08,RC generale,,Lombardia,7040.02,6538.31,liquidato,2026-04-08,2026-04-28,2026-05-08
4174,3978,2025-08-05,RC autoveicoli terrestri,unilaterale,Veneto,4710.65,4467.7,liquidato,2025-08-17,2025-08-26,2025-09-10
4175,4281,2025-11-01,Corpi di veicoli terrestri,,Toscana,3054.01,2982.48,liquidato,2025-11-19,2025-11-28,2025-12-01
4176,2128,2024-04-04,RC generale,,Sardegna,3896.39,3393.1,liquidato,2024-05-18,2024-05-29,2024-06-10
4177,1248,2026-07-21,Incendio ed elementi naturali,,Sicilia,10818.92,10314.86,liquidato,2026-08-27,2026-08-31,2026-09-07
4178,641,2026-06-03,Incendio ed elementi naturali,,Basilicata,2940.24,,in_contenzioso,2026-06-13,,
4179,2673,2025-06-22,Altri danni ai beni,,Calabria,4085.87,3804.04,liquidato,2025-08-14,2025-08-20,2025-08-29
4180,2579,2025-07-23,Altri danni ai beni,,Lazio,3505.97,3317.97,liquidato,2025-08-10,2025-08-14,2025-08-27
4181,2935,2025-05-26,RC generale,,Veneto,9851.56,9613.27,liquidato,2025-06-26,2025-07-16,2025-07-20
4182,3641,2025-02-23,RC autoveicoli terrestri,unilaterale,Puglia,7358.65,,aperto,,,
4183,3640,2024-08-14,RC generale,,Trentino-Alto Adige,8268.14,,aperto,,,
4184,3034,2025-12-04,Incendio ed elementi naturali,,Calabria,8687.36,,respinto,,,
4185,2622,2025-01-02,Corpi di veicoli terrestri,,Veneto,4976.3,4513.43,liquidato,2025-01-15,2025-02-01,2025-02-10
4186,2381,2026-08-11,Corpi di veicoli terrestri,,Veneto,4803.92,4582.48,liquidato,2026-09-28,2026-10-03,2026-10-17
4187,1420,2023-09-18,Corpi di veicoli terrestri,,Trentino-Alto Adige,1228.71,721.23,liquidato,2023-10-28,2023-11-05,2023-11-08
4188,228,2025-08-11,RC generale,,Piemonte,10807.61,10515.97,liquidato,2025-09-29,2025-10-09,2025-10-16
4189,715,2024-12-21,Incendio ed elementi naturali,,Emilia-Romagna,12240.46,11900.64,liquidato,2025-01-24,2025-02-10,2025-02-20
4190,2006,2026-07-31,RC generale,,Marche,7787.63,,aperto,,,
4191,358,2024-01-14,RC generale,,Piemonte,7940.46,,aperto,,,
4192,1071,2026-08-07,Corpi di veicoli terrestri,,Trentino-Alto Adige,5681.89,,aperto,,,
4193,2681,2024-04-18,Altri danni ai beni,,Marche,,1703.05,liquidato,2024-05-05,2024-05-23,2024-06-03
4194,2502,2024-04-16,RC generale,,Sardegna,14425.43,13860.87,liquidato,2024-05-25,2024-06-09,2024-06-23
4195,3201,2026-03-20,RC generale,,Lombardia,16526.93,16149.54,liquidato,2026-05-08,2026-05-18,2026-05-23
4196,569,2024-06-28,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,5859.85,,aperto,,,
4197,685,2025-11-05,RC autoveicoli terrestri,congiunto,Emilia-Romagna,6400.89,6180.93,liquidato,2025-12-01,2025-12-15,2025-12-29
4198,4141,2024-12-31,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,7308.27,7287.71,liquidato,2025-01-31,2025-02-13,2025-02-17
4199,1548,2026-07-15,RC autoveicoli terrestri,congiunto,Umbria,6940.92,,in_contenzioso,2026-07-30,,
4200,3849,2025-05-17,RC autoveicoli terrestri,unilaterale,Calabria,6005.04,5704.99,liquidato,2025-06-06,2025-06-20,2025-07-02
4201,1725,2023-12-01,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,13055.09,12583.56,liquidato,2023-12-27,2024-01-11,2024-01-14
4202,1987,2025-09-10,Incendio ed elementi naturali,,Sicilia,2905.79,2592.77,liquidato,2025-09-26,2025-10-02,2025-10-10
4203,1188,2025-12-06,Altri danni ai beni,,Lazio,1248.08,1127.09,liquidato,2026-01-28,2026-02-07,2026-02-11
4204,1275,2023-11-17,Altri danni ai beni,,Trentino-Alto Adige,784.82,600.32,liquidato,2024-01-12,2024-01-25,2024-02-02
4205,2239,2023-10-21,Corpi di veicoli terrestri,,Veneto,4665.75,4570.33,liquidato,2023-11-08,2023-11-10,2023-11-14
4206,1498,2026-04-12,Incendio ed elementi naturali,,Piemonte,17083.85,,in_contenzioso,2026-05-06,,
4207,3681,2023-11-30,Incendio ed elementi naturali,,Campania,13895.67,13153.64,liquidato,2024-01-27,2024-02-05,2024-02-17
4208,1512,2024-05-24,RC autoveicoli terrestri,congiunto,Calabria,8703.61,8574.15,liquidato,2024-06-09,2024-06-19,2024-06-26
4209,3525,2025-04-01,Corpi di veicoli terrestri,,Trentino-Alto Adige,3538.28,3180.68,liquidato,2025-05-31,2025-06-20,2025-06-28
4210,4228,2025-01-31,Altri danni ai beni,,Veneto,1165.22,952.23,liquidato,2025-02-13,2025-03-02,2025-03-10
4211,1561,2025-04-03,Altri danni ai beni,,Lombardia,3462.7,,in_contenzioso,2025-05-28,,
4212,3119,2023-11-14,Corpi di veicoli terrestri,,Piemonte,411.22,0.0,liquidato,2023-12-26,2024-01-13,2024-01-24
4213,4042,2025-08-18,RC generale,,Umbria,11672.48,11537.91,liquidato,2025-09-19,2025-10-09,2025-10-21
4214,61,2023-10-23,Altri danni ai beni,,Trentino-Alto Adige,1884.33,1667.62,liquidato,2023-12-08,2023-12-09,2023-12-17
4215,2749,2024-01-16,RC generale,,Molise,8763.42,8481.6,liquidato,2024-01-26,2024-01-29,2024-02-11
4216,3920,2026-08-13,Incendio ed elementi naturali,,Emilia-Romagna,10234.59,9769.95,liquidato,2026-08-25,2026-09-10,2026-09-17
4217,1994,2025-02-20,RC autoveicoli terrestri,unilaterale,Veneto,10658.72,10554.85,liquidato,2025-03-04,2025-03-06,2025-03-15
4218,3073,2026-02-02,Altri danni ai beni,,Umbria,3813.84,3702.85,liquidato,2026-02-21,2026-03-02,2026-03-15
4219,721,2026-08-20,Incendio ed elementi naturali,,Marche,14769.53,,in_contenzioso,2026-09-02,,
4220,214,2025-04-12,Corpi di veicoli terrestri,,Calabria,5293.2,4740.32,liquidato,2025-06-06,2025-06-11,2025-06-15
4221,1766,2026-01-25,RC generale,,Friuli-Venezia Giulia,6867.67,,in_contenzioso,2026-03-03,,
4222,3350,2023-07-27,Corpi di veicoli terrestri,,Sardegna,2703.57,,aperto,,,
4223,864,2024-06-15,RC generale,,Trentino-Alto Adige,7662.4,,respinto,,,
4224,1957,2025-01-11,Incendio ed elementi naturali,,Campania,14093.43,13050.79,liquidato,2025-01-23,2025-01-29,2025-02-12
4225,4240,2025-12-26,RC generale,,Liguria,9243.65,9398.58,liquidato,2026-01-24,2026-02-03,2026-02-06
4226,2418,2025-05-20,Corpi di veicoli terrestri,,Lazio,3170.31,2955.7,liquidato,2025-06-01,2025-06-12,2025-06-26
4227,3389,2025-05-09,RC generale,,Emilia-Romagna,200,0.0,liquidato,2025-06-05,2025-06-10,2025-06-17
4228,1583,2024-05-17,Corpi di veicoli terrestri,,Piemonte,1904.52,,aperto,,,
4229,3233,2024-04-02,Altri danni ai beni,,Friuli-Venezia Giulia,2011.67,,respinto,,,
4230,3814,2024-05-08,RC generale,,Veneto,13777.96,13766.21,liquidato,2024-05-24,2024-06-11,2024-06-16
4231,878,2023-07-26,Incendio ed elementi naturali,,Friuli-Venezia Giulia,12015.49,11278.73,liquidato,2023-09-10,2023-09-26,2023-10-03
4232,1130,2026-03-22,Corpi di veicoli terrestri,,Molise,5209.1,5021.26,liquidato,2026-04-20,2026-04-28,2026-05-10
4233,1602,2026-05-31,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,2929.65,2626.87,liquidato,2026-07-18,2026-08-06,2026-08-15
4234,1608,2024-11-15,Altri danni ai beni,,Piemonte,971.53,,respinto,,,
4235,2119,2023-09-21,Corpi di veicoli terrestri,,Marche,3000.41,2669.84,liquidato,2023-11-20,2023-11-24,2023-12-08
4236,4074,2024-08-23,RC autoveicoli terrestri,unilaterale,Basilicata,4169.28,3824.28,liquidato,2024-09-29,2024-10-17,2024-10-23
4237,160,2025-05-05,Corpi di veicoli terrestri,,Trentino-Alto Adige,3529.2,3412.55,liquidato,2025-05-18,2025-05-28,2025-05-31
4238,1764,2026-07-14,Corpi di veicoli terrestri,,Valle d'Aosta,1287.81,1132.87,liquidato,2026-08-03,2026-08-13,2026-08-26
4239,2890,2026-07-08,RC autoveicoli terrestri,unilaterale,Puglia,11082.3,10694.98,liquidato,2026-08-16,2026-08-22,2026-09-02
4240,284,2024-02-26,Incendio ed elementi naturali,,Veneto,17408.18,16790.72,liquidato,2024-03-15,2024-03-18,2024-03-27
4241,3754,2026-05-07,RC generale,,Emilia-Romagna,5317.38,,respinto,,,
4242,1801,2025-07-23,Altri danni ai beni,,Valle d'Aosta,1291.68,1222.37,liquidato,2025-09-02,2025-09-21,2025-09-29
4243,3490,2025-12-29,Corpi di veicoli terrestri,,Lazio,2239.92,2128.2,liquidato,2026-01-16,2026-01-22,2026-01-29
4244,928,2023-08-04,Altri danni ai beni,,Veneto,2294.24,2050.34,liquidato,2023-09-07,2023-09-14,2023-09-26
4245,2034,2023-09-11,RC autoveicoli terrestri,unilaterale,Liguria,4554.58,4377.43,liquidato,2023-11-03,2023-11-13,2023-11-24
4246,445,2025-10-09,RC autoveicoli terrestri,congiunto,Liguria,4003.24,3893.3,liquidato,2025-10-23,2025-10-27,2025-11-06
4247,1970,2025-04-05,RC autoveicoli terrestri,unilaterale,Lazio,10076.62,9888.96,liquidato,2025-05-14,2025-05-26,2025-05-29
4248,575,2023-06-12,Corpi di veicoli terrestri,,Trentino-Alto Adige,3899.97,3609.91,liquidato,2023-08-08,2023-08-12,2023-08-18
4249,1425,2026-06-24,RC generale,,Basilicata,8997.09,8255.72,liquidato,2026-08-10,2026-08-22,2026-08-31
4250,562,2026-03-27,RC autoveicoli terrestri,unilaterale,Piemonte,8357.17,8122.13,liquidato,2026-04-08,2026-04-17,2026-04-24
4251,536,2026-08-12,Corpi di veicoli terrestri,,Campania,3600.57,3335.72,liquidato,2026-09-11,2026-09-27,2026-10-08
4252,4031,2023-12-23,Incendio ed elementi naturali,,Sicilia,10784.55,10361.0,liquidato,2024-01-10,2024-01-19,2024-01-25
4253,2930,2026-06-10,RC generale,,Trentino-Alto Adige,3376.07,3172.97,liquidato,2026-07-01,2026-07-08,2026-07-11
4254,3957,2026-06-17,Corpi di veicoli terrestri,,Trentino-Alto Adige,4717.6,,aperto,,,
4255,3966,2026-05-09,RC generale,,Marche,3459.99,,in_contenzioso,2026-06-29,,
4256,30,2026-08-09,Incendio ed elementi naturali,,Trentino-Alto Adige,12813.49,12632.09,liquidato,2026-09-25,2026-10-10,2026-10-18
4257,1277,2026-06-22,RC autoveicoli terrestri,congiunto,Basilicata,6238.7,,aperto,,,
4258,2385,2025-09-11,Altri danni ai beni,,Piemonte,922.2,819.03,liquidato,2025-10-16,2025-10-20,2025-11-02
4259,3646,2023-07-23,RC generale,,Veneto,16375.04,16260.65,liquidato,2023-08-11,2023-08-30,2023-09-10
4260,761,2025-08-18,RC autoveicoli terrestri,congiunto,Sardegna,8445.26,8135.54,liquidato,2025-09-08,2025-09-14,2025-09-19
4261,1451,2026-04-26,RC generale,,Valle d'Aosta,15899.7,,in_contenzioso,2026-06-20,,
4262,1761,2023-11-25,Corpi di veicoli terrestri,,Sardegna,5966.16,5821.73,liquidato,2023-12-28,2024-01-07,2024-01-15
4263,2928,2024-01-23,Incendio ed elementi naturali,,Trentino-Alto Adige,16475.7,16033.51,liquidato,2024-02-29,2024-03-02,2024-03-16
4264,2782,2024-03-08,RC autoveicoli terrestri,congiunto,Basilicata,5336.84,5275.11,liquidato,2024-03-21,2024-04-07,2024-04-19
4265,119,2024-03-07,Incendio ed elementi naturali,,Sicilia,14166.02,13455.62,liquidato,2024-05-06,2024-05-08,2024-05-12
4266,1377,2025-09-26,Corpi di veicoli terrestri,,Abruzzo,5573.73,,aperto,,,
4267,1210,2025-01-31,Altri danni ai beni,,Valle d'Aosta,2109.77,1904.18,liquidato,2025-03-05,2025-03-10,2025-03-22
4268,236,2026-07-24,Altri danni ai beni,,Valle d'Aosta,3386.46,,aperto,,,
4269,2133,2025-06-10,RC generale,,Campania,4425.36,,in_contenzioso,2025-07-04,,
4270,2149,2026-03-04,RC autoveicoli terrestri,congiunto,Puglia,,9394.43,liquidato,2026-03-19,2026-04-03,2026-04-15
4271,3976,2026-05-20,Incendio ed elementi naturali,,Toscana,15250.28,,respinto,,,
4272,2927,2025-02-16,RC autoveicoli terrestri,unilaterale,Valle d'Aosta,10756.73,10656.8,liquidato,2025-04-14,2025-04-26,2025-05-07
4273,940,2026-05-04,RC autoveicoli terrestri,congiunto,Lazio,4048.55,3914.34,liquidato,2026-05-30,2026-06-10,2026-06-16
4274,3312,2025-10-25,Altri danni ai beni,,Campania,2270.83,2120.34,liquidato,2025-11-14,2025-11-25,2025-12-04
4275,1367,2026-08-03,Corpi di veicoli terrestri,,Abruzzo,3488.45,,aperto,,,
4276,2321,2024-09-14,Incendio ed elementi naturali,,Lazio,4189.47,3622.3,liquidato,2024-11-03,2024-11-08,2024-11-18
4277,2221,2024-07-28,Incendio ed elementi naturali,,Emilia-Romagna,10919.97,,aperto,,,
4278,2146,2024-05-27,RC autoveicoli terrestri,congiunto,Molise,7220.12,6847.51,liquidato,2024-06-25,2024-07-05,2024-07-12
4279,3954,2025-04-23,Incendio ed elementi naturali,,Valle d'Aosta,4177.29,,in_contenzioso,2025-06-19,,
4280,1022,2026-04-29,RC generale,,Calabria,9684.42,9340.03,liquidato,2026-06-12,2026-06-19,2026-07-01
4281,1337,2024-01-16,RC autoveicoli terrestri,unilaterale,Molise,7990.81,7767.89,liquidato,2024-03-04,2024-03-09,2024-03-17
4282,1743,2024-07-18,Altri danni ai beni,,Marche,1079.26,,aperto,,,
4283,900,2026-07-03,RC autoveicoli terrestri,congiunto,Marche,5913.4,,aperto,,,
4284,1831,2026-08-17,Corpi di veicoli terrestri,,Marche,3051.56,2917.98,liquidato,2026-09-05,2026-09-25,2026-10-08
4285,2305,2026-06-04,RC autoveicoli terrestri,unilaterale,Campania,9788.24,,aperto,,,
4286,289,2023-08-24,RC autoveicoli terrestri,congiunto,Basilicata,6077.57,6041.21,liquidato,2023-09-19,2023-09-27,2023-10-04
4287,2984,2026-07-22,RC autoveicoli terrestri,congiunto,Piemonte,10177.32,9765.2,liquidato,2026-08-12,2026-08-27,2026-08-31
4288,4283,2025-11-16,Incendio ed elementi naturali,,Emilia-Romagna,6913.21,5764.44,liquidato,2025-12-02,2025-12-16,2025-12-21
4289,2749,2024-01-18,RC generale,,Molise,12426.43,12352.92,liquidato,2024-02-11,2024-02-15,2024-02-23
4290,2985,2023-11-22,Altri danni ai beni,,Molise,2194.93,,respinto,,,
4291,749,2026-06-30,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,4842.96,4721.3,liquidato,2026-08-29,2026-08-30,2026-09-13
4292,793,2025-05-31,Corpi di veicoli terrestri,,Lazio,5677.08,,respinto,,,
4293,4060,2024-11-20,Incendio ed elementi naturali,,Campania,11366.34,11201.93,liquidato,2025-01-13,2025-02-01,2025-02-14
4294,3257,2024-10-07,Corpi di veicoli terrestri,,Molise,6302.45,,in_contenzioso,2024-10-19,,
4295,1283,2023-10-03,Corpi di veicoli terrestri,,Liguria,6210.88,5725.52,liquidato,2023-10-28,2023-11-16,2023-11-20
4296,4166,2025-06-03,Altri danni ai beni,,Valle d'Aosta,2628.89,,aperto,,,
4297,549,2025-05-07,Altri danni ai beni,,Piemonte,,3942.83,liquidato,2025-05-24,2025-06-08,2025-06-18
4298,3691,2026-08-04,Incendio ed elementi naturali,,Campania,13635.17,,in_contenzioso,2026-09-23,,
4299,1167,2023-10-24,Altri danni ai beni,,Marche,1515.01,,aperto,,,
4300,2976,2025-12-31,Incendio ed elementi naturali,,Liguria,8267.72,,respinto,,,
4301,1311,2025-10-01,Altri danni ai beni,,Toscana,2254.24,,respinto,,,
4302,3030,2026-07-19,Altri danni ai beni,,Sardegna,1544.21,1425.68,liquidato,2026-09-16,2026-09-21,2026-10-05
4303,94,2026-06-22,RC autoveicoli terrestri,congiunto,Piemonte,7645.87,7311.5,liquidato,2026-07-20,2026-08-05,2026-08-16
4304,4049,2023-11-24,RC generale,,Toscana,6132.19,,aperto,,,
4305,3268,2026-02-06,Corpi di veicoli terrestri,,Lombardia,200,,in_contenzioso,2026-04-07,,
4306,1795,2026-08-07,Corpi di veicoli terrestri,,Lombardia,3092.16,2997.43,liquidato,2026-09-09,2026-09-20,2026-09-25
4307,4001,2025-03-04,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,2968.48,3014.81,liquidato,2025-03-15,2025-03-17,2025-04-01
4308,3486,2026-06-06,Altri danni ai beni,,Marche,1376.11,,aperto,,,
4309,2261,2024-12-23,RC autoveicoli terrestri,unilaterale,Sardegna,12061.19,11943.74,liquidato,2025-01-06,2025-01-18,2025-01-22
4310,2850,2023-12-30,Altri danni ai beni,,Friuli-Venezia Giulia,1893.68,1790.44,liquidato,2024-01-30,2024-02-16,2024-02-25
4311,1251,2026-05-14,Corpi di veicoli terrestri,,Abruzzo,1747.96,1418.34,liquidato,2026-06-17,2026-07-07,2026-07-10
4312,699,2026-05-22,RC autoveicoli terrestri,congiunto,Lazio,200,198.48,liquidato,2026-06-06,2026-06-21,2026-07-02
4313,302,2026-08-11,RC autoveicoli terrestri,unilaterale,Liguria,3927.38,3789.52,liquidato,2026-09-25,2026-10-15,2026-10-25
4314,2007,2023-07-27,Altri danni ai beni,,Basilicata,415.91,213.39,liquidato,2023-09-02,2023-09-13,2023-09-24
4315,638,2023-02-10,RC generale,,Valle d'Aosta,5525.2,5020.06,liquidato,2023-02-23,2023-02-27,2023-03-13
4316,3425,2024-01-07,Corpi di veicoli terrestri,,Marche,6285.93,6050.21,liquidato,2024-01-27,2024-01-30,2024-02-14
4317,651,2026-06-08,Altri danni ai beni,,Umbria,1773.81,,aperto,,,
4318,633,2023-08-12,RC generale,,Calabria,8338.79,,aperto,,,
4319,687,2025-01-08,RC generale,,Piemonte,,,aperto,,,
4320,3140,2025-03-04,Incendio ed elementi naturali,,Lombardia,200,0.0,liquidato,2025-03-27,2025-04-02,2025-04-09
4321,1170,2026-06-29,RC generale,,Friuli-Venezia Giulia,12845.61,12399.37,liquidato,2026-08-01,2026-08-11,2026-08-15
4322,1447,2023-06-22,Corpi di veicoli terrestri,,Piemonte,1770.73,1262.72,liquidato,2023-08-17,2023-08-30,2023-09-08
4323,2207,2023-07-18,RC generale,,Umbria,10189.79,10191.65,liquidato,2023-08-23,2023-09-07,2023-09-17
4324,674,2025-06-23,Incendio ed elementi naturali,,Lombardia,21247.79,20341.84,liquidato,2025-07-11,2025-07-21,2025-08-05
4325,69,2024-04-09,Incendio ed elementi naturali,,Lazio,13637.84,13713.3,liquidato,2024-05-06,2024-05-24,2024-05-29
4326,4010,2026-08-10,RC autoveicoli terrestri,congiunto,Emilia-Romagna,14223.11,,respinto,,,
4327,2592,2026-06-20,RC autoveicoli terrestri,unilaterale,Umbria,4825.42,4738.2,liquidato,2026-07-21,2026-07-24,2026-08-05
4328,3687,2023-12-05,Altri danni ai beni,,Marche,2924.16,2669.53,liquidato,2024-01-11,2024-01-31,2024-02-06
4329,4027,2025-06-22,RC autoveicoli terrestri,unilaterale,Molise,10940.72,10561.28,liquidato,2025-08-10,2025-08-23,2025-08-26
4330,3357,2025-07-22,Altri danni ai beni,,Calabria,618.19,407.56,liquidato,2025-09-10,2025-09-22,2025-09-26
4331,2408,2026-01-29,RC generale,,Lombardia,200,0.0,liquidato,2026-03-27,2026-04-06,2026-04-14
4332,4230,2023-06-21,Incendio ed elementi naturali,,Trentino-Alto Adige,15724.21,,respinto,,,
4333,1620,2026-08-09,Corpi di veicoli terrestri,,Lombardia,1663.76,1174.84,liquidato,2026-10-07,2026-10-11,2026-10-14
4334,4211,2026-08-06,RC generale,,Umbria,14110.6,13634.29,liquidato,2026-09-15,2026-09-28,2026-10-13
4335,4257,2026-08-21,Corpi di veicoli terrestri,,Umbria,6872.6,,aperto,,,
4336,780,2024-08-19,Corpi di veicoli terrestri,,Trentino-Alto Adige,5840.61,5807.22,liquidato,2024-10-10,2024-10-16,2024-10-24
4337,2217,2024-04-17,RC generale,,Marche,8510.72,,aperto,,,
4338,728,2024-04-03,RC autoveicoli terrestri,unilaterale,Marche,9186.38,9402.63,liquidato,2024-05-07,2024-05-20,2024-06-04
4339,2892,2026-07-06,RC generale,,Emilia-Romagna,10513.15,9842.93,liquidato,2026-08-22,2026-09-04,2026-09-10
4340,2733,2023-12-13,Incendio ed elementi naturali,,Trentino-Alto Adige,17204.36,17057.13,liquidato,2024-01-24,2024-02-09,2024-02-24
4341,3165,2026-01-04,RC generale,,Puglia,2242.09,1951.45,liquidato,2026-02-21,2026-02-25,2026-02-28
4342,3357,2024-11-13,Altri danni ai beni,,Toscana,3427.34,3285.1,liquidato,2024-11-27,2024-12-05,2024-12-14
4343,1181,2024-09-22,RC autoveicoli terrestri,congiunto,Valle d'Aosta,6557.27,,respinto,,,
4344,929,2024-08-31,RC autoveicoli terrestri,unilaterale,Puglia,5168.0,5155.12,liquidato,2024-10-08,2024-10-11,2024-10-14
4345,255,2026-01-28,Altri danni ai beni,,Piemonte,1289.4,1161.93,liquidato,2026-03-03,2026-03-12,2026-03-20
4346,952,2024-10-01,Incendio ed elementi naturali,,Marche,17882.29,,in_contenzioso,2024-11-27,,
4347,1092,2024-02-21,RC autoveicoli terrestri,congiunto,Piemonte,7081.54,7062.44,liquidato,2024-03-03,2024-03-15,2024-03-24
4348,2418,2024-10-18,Corpi di veicoli terrestri,,Lazio,3249.36,3149.94,liquidato,2024-12-01,2024-12-10,2024-12-20
4349,1721,2024-06-27,RC autoveicoli terrestri,congiunto,Marche,3136.86,3030.35,liquidato,2024-07-12,2024-07-22,2024-07-28
4350,2703,2026-08-16,RC generale,,Veneto,15919.28,,respinto,,,
4351,3184,2025-01-15,Altri danni ai beni,,Veneto,1740.38,1551.09,liquidato,2025-02-26,2025-03-02,2025-03-06
4352,2524,2025-01-27,Altri danni ai beni,,Sicilia,2445.62,2298.41,liquidato,2025-02-10,2025-02-22,2025-03-01
4353,4162,2026-08-22,Altri danni ai beni,,Emilia-Romagna,200,98.84,liquidato,2026-09-22,2026-09-30,2026-10-15
4354,1385,2024-03-12,Incendio ed elementi naturali,,Emilia-Romagna,18385.37,,in_contenzioso,2024-04-21,,
