id_polizza,id_cliente,id_tipo_polizza,premio_annuo,data_decorrenza,data_scadenza
1666,2359,13,105.47,2023-02-20,2024-02-20
1667,137,8,98.35,2026-02-04,2027-02-04
1668,321,1,215.45,2024-02-24,2025-02-23
1669,663,10,378.87,2026-06-05,2027-06-05
1670,2810,6,208.35,2026-03-14,2027-03-14
1671,2048,12,102.45,2023-01-05,2024-01-05
1672,968,13,108.31,2023-05-09,2024-05-08
1673,2519,6,120.2,2025-07-10,2026-07-10
1674,3084,10,306.3,2024-05-23,2025-05-23
1675,1119,6,145.82,2024-04-21,2025-04-21
1676,2865,1,214.4,2025-04-08,2026-04-08
1677,1970,7,89.49,2025-04-25,2026-04-25
1678,123,8,98.86,2024-02-02,2025-02-01
1679,3134,5,228.9,2025-06-08,2026-06-08
1680,1812,13,108.3,2026-01-30,2027-01-30
1681,1239,7,93.2,2025-12-14,2026-12-14
1682,362,8,85.94,2026-06-02,2027-06-02
1683,2331,13,177.14,2024-10-31,2025-10-31
1684,1791,10,447.85,2024-02-06,2025-02-05
1685,42,6,164.49,2026-04-09,2027-04-09
1686,2276,13,165.18,2026-04-21,2027-04-21
1687,1714,12,136.1,2023-09-07,2024-09-06
1688,2203,4,166.6,2023-10-26,2024-10-25
1689,3163,5,163.0,2025-10-01,2026-10-01
1690,215,5,146.16,2025-09-22,2026-09-22
1691,3169,7,145.0,2023-05-12,2024-05-11
1692,1695,10,489.15,2025-12-02,2026-12-02
1693,2031,12,113.01,2024-06-27,2025-06-27
1694,1343,13,114.48,2024-10-28,2025-10-28
1695,1841,11,670.66,2025-01-31,2026-01-31
1696,1886,13,139.19,2023-01-05,2024-01-05
1697,1445,7,123.92,2023-09-27,2024-09-26
1698,2610,11,414.54,2026-08-01,2027-08-01
1699,2465,7,74.9,2024-04-04,2025-04-04
1700,150,8,67.9,2025-06-08,2026-06-08
1701,1030,7,84.06,2024-08-20,2025-08-20
1702,2806,13,112.57,2025-07-22,2026-07-22
1703,1511,4,138.35,2023-06-19,2024-06-18
1704,380,13,144.27,2023-02-14,2024-02-14
1705,1675,7,90.63,2024-10-10,2025-10-10
1706,2242,7,65.53,2026-07-05,2027-07-05
1707,769,4,168.05,2025-10-22,2026-10-22
1708,1949,10,422.47,2024-02-24,2025-02-23
1709,2007,12,165.05,2023-09-21,2024-09-20
1710,2245,1,267.51,2025-11-01,2026-11-01
1711,318,9,264.1,2023-11-06,2024-11-05
1712,334,13,102.1,2024-08-28,2025-08-28
1713,3141,10,503.27,2023-02-12,2024-02-12
1714,544,9,335.31,2024-12-20,2025-12-20
1715,1759,1,274.18,2024-03-17,2025-03-17
1716,2064,4,158.85,2023-01-13,2024-01-13
1717,1963,7,100.15,2025-05-26,2026-05-26
1718,2439,4,247.77,2026-01-30,2027-01-30
1719,1178,7,128.03,2023-08-14,2024-08-13
1720,1831,4,127.72,2024-05-18,2025-05-18
1721,518,10,360.38,2023-06-28,2024-06-27
1722,1741,10,440.99,2023-03-30,2024-03-29
1723,825,9,790.14,2024-12-29,2025-12-29
1724,91,9,512.21,2024-10-29,2025-10-29
1725,614,10,386.44,2023-04-21,2024-04-20
1726,1660,11,361.22,2025-07-20,2026-07-20
1727,462,1,290.31,2024-12-30,2025-12-30
1728,2807,11,334.5,2025-05-22,2026-05-22
1729,1308,9,455.35,2023-12-31,2024-12-30
1730,2141,2,272.37,2026-05-11,2027-05-11
1731,739,5,187.1,2024-01-20,2025-01-19
1732,941,4,169.55,2025-01-28,2026-01-28
1733,1155,13,154.8,2025-05-07,2026-05-07
1734,230,11,521.06,2023-10-25,2024-10-24
1735,2893,12,90.43,2024-07-09,2025-07-09
1736,2800,8,100.12,2024-11-15,2025-11-15
1737,2803,7,99.29,2023-10-20,2024-10-19
1738,1248,3,364.71,2024-10-23,2025-10-23
1739,2230,12,110.02,2023-07-21,2024-07-20
1740,907,5,163.44,2025-01-17,2026-01-17
1741,919,9,449.23,2023-01-14,2024-01-14
1742,2903,8,78.47,2024-04-18,2023-04-19
1743,2213,7,78.56,2024-06-23,2025-06-23
1744,1839,3,201.82,2023-07-16,2024-07-15
1745,44,8,66.67,2024-01-12,2025-01-11
1746,2868,12,182.55,2024-04-03,2025-04-03
1747,2571,13,92.65,2026-08-07,2027-08-07
1748,2209,8,93.17,2025-07-18,2026-07-18
1749,1821,7,94.68,2023-07-13,2024-07-12
1750,3029,6,185.63,2024-05-04,2025-05-04
1751,2874,1,223.44,2025-01-13,2026-01-13
1752,2416,2,252.3,2026-01-27,2027-01-27
1753,2939,2,250.82,2025-02-08,2026-02-08
1754,2047,3,270.49,2024-06-11,2025-06-11
1755,177,10,574.99,2026-07-13,2027-07-13
1756,1454,6,182.75,2024-02-19,2025-02-18
1757,1510,9,567.6,2025-02-21,2026-02-21
1758,28,13,96.74,2023-01-26,2024-01-26
1759,2655,8,77.08,2024-01-09,2025-01-08
1760,2380,5,143.82,2023-09-21,2024-09-20
1761,2587,11,481.83,2023-05-13,2024-05-12
1762,1787,12,127.29,2023-02-24,2024-02-24
1763,903,9,378.29,2023-05-20,2024-05-19
1764,2342,3,174.71,2025-08-15,2026-08-15
1765,805,5,200.42,2023-12-11,2024-12-10
1766,1412,13,99.25,2025-10-02,2026-10-02
1767,204,2,189.85,2025-08-08,2026-08-08
1768,1580,12,129.73,2023-07-25,2024-07-24
1769,1376,11,457.64,2026-05-13,2027-05-13
1770,1254,9,415.13,2025-07-09,2026-07-09
1771,1303,13,124.31,2026-02-26,2027-02-26
1772,2429,4,124.26,2023-09-04,2024-09-03
1773,1509,9,442.02,2026-03-11,2027-03-11
1774,2716,10,652.32,2026-06-02,2027-06-02
1775,184,2,214.48,2025-05-19,2026-05-19
1776,1089,13,123.25,2024-01-23,2025-01-22
1777,495,12,208.99,2025-09-30,2026-09-30
1778,1074,13,123.94,2024-07-31,2025-07-31
1779,2488,5,155.54,2026-06-11,2027-06-11
1780,2731,8,80.81,2024-04-26,2025-04-26
1781,2476,13,148.04,2023-12-30,2024-12-29
1782,3167,1,186.21,2023-05-07,2024-05-06
1783,1042,11,496.63,2023-11-01,2024-10-31
1784,2011,3,198.26,2025-05-10,2026-05-10
1785,2357,4,220.35,2023-03-18,2024-03-17
1786,313,6,155.67,2024-03-19,2025-03-19
1787,2628,11,399.57,2025-09-04,2026-09-04
1788,965,8,83.75,2023-12-18,2024-12-17
1789,2451,8,78.57,2025-10-29,2026-10-29
1790,764,12,113.78,2026-04-21,2027-04-21
1791,3056,7,88.02,2026-03-14,2027-03-14
1792,523,6,125.19,2025-06-21,2026-06-21
1793,2092,10,474.27,2023-01-17,2024-01-17
1794,2326,8,95.33,2026-08-12,2027-08-12
1795,1296,8,95.37,2025-10-10,2026-10-10
1796,3199,12,99.03,2024-02-22,2025-02-21
1797,515,7,75.69,2024-10-15,2025-10-15
1798,1015,12,146.84,2024-11-07,2025-11-07
1799,130,12,151.68,2025-07-29,2026-07-29
1800,2536,7,107.56,2024-01-21,2025-01-20
1801,2875,8,77.42,2025-05-05,2026-05-05
1802,2506,7,67.88,2023-07-25,2024-07-24
1803,1547,9,494.82,2026-01-04,2027-01-04
1804,68,11,429.04,2024-04-11,2025-04-11
1805,2373,8,96.67,2023-05-04,2024-05-03
1806,277,2,281.58,2025-09-23,2026-09-23
1807,2429,10,373.3,2024-12-15,2025-12-15
1808,2395,4,168.81,2023-01-03,2024-01-03
1809,2149,3,234.22,2026-08-04,2027-08-04
1810,2504,12,103.59,2023-11-15,2024-11-14
1811,2571,12,102.84,2024-10-19,2025-10-19
1812,1257,12,105.35,2024-10-27,2025-10-27
1813,154,5,172.76,2025-03-21,2026-03-21
1814,379,10,465.16,2023-11-27,2024-11-26
1815,1237,8,78.61,2024-11-29,2023-11-30
1816,729,1,261.79,2024-05-28,2025-05-28
1817,2552,4,181.17,2026-03-12,2027-03-12
1818,2008,2,245.74,2024-08-27,2025-08-27
1819,1577,9,419.76,2026-07-02,2027-07-02
1820,1062,11,284.28,2023-04-14,2024-04-13
1821,1024,12,103.29,2026-03-29,2027-03-29
1822,1465,2,274.94,2023-10-01,2024-09-30
1823,2591,3,221.18,2023-12-16,2024-12-15
1824,2594,2,375.21,2023-05-18,2024-05-17
1825,171,13,105.28,2023-06-25,2024-06-24
1826,1376,7,80.06,2024-02-08,2025-02-07
1827,1474,1,237.19,2026-05-08,2027-05-08
1828,276,8,90.57,2024-10-16,2025-10-16
1829,1800,12,128.93,2025-08-27,2026-08-27
1830,2318,3,241.3,2024-09-14,2025-09-14
1831,698,3,253.43,2026-08-10,2027-08-10
1832,2665,7,70.85,2026-05-29,2027-05-29
1833,463,7,59.82,2023-06-22,2024-06-21
1834,2103,8,73.42,2026-04-05,2027-04-05
1835,496,7,111.85,2024-11-11,2023-11-12
1836,495,6,209.15,2025-07-11,2026-07-11
1837,176,4,186.25,2025-11-02,2026-11-02
1838,2875,8,76.78,2025-10-27,2026-10-27
1839,2133,10,392.95,2024-08-31,2025-08-31
1840,2831,12,127.53,2026-05-13,2027-05-13
1841,2712,10,684.59,2024-10-31,2025-10-31
1842,417,10,388.32,2026-08-02,2027-08-02
1843,1284,4,158.65,2026-02-20,2027-02-20
1844,390,1,207.0,2024-10-06,2025-10-06
1845,892,2,252.69,2025-12-28,2026-12-28
1846,966,7,93.61,2023-01-26,2024-01-26
1847,605,8,77.89,2025-03-15,2026-03-15
1848,335,4,125.98,2023-10-13,2024-10-12
1849,3104,7,71.5,2025-05-18,2026-05-18
1850,162,10,451.83,2024-09-28,2025-09-28
1851,2536,6,232.79,2026-04-23,2027-04-23
1852,2022,11,388.7,2025-08-20,2026-08-20
1853,2209,10,503.49,2023-06-03,2024-06-02
1854,2664,7,103.52,2023-04-17,2024-04-16
1855,896,2,244.18,2023-02-08,2024-02-08
1856,3090,13,179.67,2023-10-24,2024-10-23
1857,1893,5,213.03,2025-06-04,2026-06-04
1858,266,11,668.88,2025-12-25,2026-12-25
1859,850,12,128.51,2025-06-08,2026-06-08
1860,3087,6,165.18,2024-01-15,2025-01-14
1861,2694,3,238.68,2025-11-13,2026-11-13
1862,1562,6,230.97,2025-07-29,2026-07-29
1863,1747,12,113.94,2023-03-23,2024-03-22
1864,2666,5,157.45,2025-07-24,2026-07-24
1865,947,3,212.99,2025-01-22,2026-01-22
1866,290,3,299.77,2026-03-30,2027-03-30
1867,2763,3,229.23,2024-05-25,2025-05-25
1868,1916,2,287.68,2025-08-19,2026-08-19
1869,2685,2,223.92,2023-01-13,2024-01-13
1870,2260,8,99.19,2026-06-02,2027-06-02
1871,1637,5,281.69,2025-10-30,2026-10-30
1872,1699,4,159.58,2023-01-24,2024-01-24
1873,2371,7,95.74,2024-06-10,2025-06-10
1874,3031,8,105.07,2023-11-30,2024-11-29
1875,2387,8,59.76,2024-01-22,2025-01-21
1876,3042,7,81.43,2023-07-17,2024-07-16
1877,853,7,131.88,2023-07-23,2024-07-22
1878,1683,10,572.2,2024-04-16,2025-04-16
1879,1757,5,270.87,2027-05-24,2026-05-24
1880,1373,2,196.36,2024-05-01,2025-05-01
1881,584,4,262.62,2025-05-09,2026-05-09
1882,1995,13,161.55,2023-03-22,2024-03-21
1883,814,4,196.76,2026-01-21,2027-01-21
1884,2114,2,163.52,2025-12-13,2026-12-13
1885,2679,12,129.5,2024-09-21,2025-09-21
1886,3039,7,101.23,2023-09-03,2024-09-02
1887,661,11,386.36,2026-04-05,2027-04-05
1888,3103,9,305.77,2024-09-18,2025-09-18
1889,844,4,213.74,2025-12-31,2026-12-31
1890,664,4,194.21,2024-11-15,2025-11-15
1891,2382,7,65.74,2025-12-26,2026-12-26
1892,77,6,134.48,2026-01-25,2027-01-25
1893,2930,3,161.83,2023-04-02,2024-04-01
1894,2052,5,134.11,2024-06-01,2025-06-01
1895,358,9,333.25,2024-06-20,2025-06-20
1896,257,11,410.04,2025-12-27,2026-12-27
1897,2591,4,194.82,2024-07-30,2025-07-30
1898,2351,9,625.44,2023-09-20,2024-09-19
1899,1148,6,129.46,2025-10-11,2026-10-11
1900,2967,5,158.46,2023-08-02,2024-08-01
1901,1480,1,248.97,2024-08-25,2025-08-25
1902,8,1,267.54,2023-08-15,2024-08-14
1903,961,8,71.36,2025-07-21,2026-07-21
1904,546,3,223.37,2023-10-28,2024-10-27
1905,524,6,160.11,2025-05-16,2026-05-16
1906,2837,9,353.95,2025-09-28,2026-09-28
1907,3200,3,400.27,2026-05-13,2027-05-13
1908,2291,13,141.73,2025-07-18,2026-07-18
1909,1951,10,544.01,2024-03-21,2025-03-21
1910,1904,1,239.37,2026-05-27,2027-05-27
1911,2184,12,104.39,2026-08-10,2027-08-10
1912,659,2,277.38,2024-04-05,2025-04-05
1913,1480,3,206.47,2024-11-30,2025-11-30
1914,1679,12,153.63,2025-07-23,2026-07-23
1915,915,7,82.25,2023-03-04,2024-03-03
1916,2371,10,482.78,2023-03-24,2024-03-23
1917,2596,2,202.43,2024-10-15,2025-10-15
1918,2539,6,130.94,2026-01-09,2027-01-09
1919,977,11,491.12,2025-01-10,2026-01-10
1920,1253,12,151.9,2026-04-10,2027-04-10
1921,333,13,91.93,2025-04-20,2026-04-20
1922,1287,10,346.65,2023-04-22,2024-04-21
1923,2601,2,213.67,2026-02-18,2027-02-18
1924,762,3,363.55,2025-01-05,2026-01-05
1925,1427,7,68.41,2024-06-30,2025-06-30
1926,3111,2,223.12,2025-11-23,2026-11-23
1927,2776,10,354.42,2025-10-27,2026-10-27
1928,2204,12,180.69,2023-10-05,2024-10-04
1929,434,3,194.3,2023-10-14,2024-10-13
1930,38,7,92.67,2026-06-20,2027-06-20
1931,3113,1,295.0,2024-08-27,2025-08-27
1932,2819,10,388.45,2026-01-05,2027-01-05
1933,1145,1,310.64,2024-09-28,2025-09-28
1934,1675,9,487.36,2024-06-10,2025-06-10
1935,611,9,391.33,2024-09-07,2025-09-07
1936,2039,3,164.6,2026-01-28,2027-01-28
1937,337,1,283.31,2025-10-25,2026-10-25
1938,3190,1,292.11,2024-10-30,2025-10-30
1939,193,8,66.85,2023-03-01,2024-02-29
1940,552,8,68.09,2025-12-21,2026-12-21
1941,2514,11,482.51,2026-05-15,2027-05-15
1942,2783,1,289.89,2023-04-27,2024-04-26
1943,933,12,134.59,2025-06-24,2026-06-24
1944,3034,12,108.07,2026-03-20,2027-03-20
1945,1914,2,258.59,2023-09-06,2024-09-05
1946,2786,4,158.87,2025-05-22,2026-05-22
1947,1182,4,163.53,2024-06-25,2025-06-25
1948,2824,10,339.92,2023-09-13,2024-09-12
1949,1505,12,158.09,2025-08-30,2026-08-30
1950,1007,7,101.81,2025-07-31,2026-07-31
1951,2986,5,213.14,2025-08-18,2026-08-18
1952,2822,7,79.62,2024-10-07,2025-10-07
1953,2660,4,144.7,2024-11-20,2025-11-20
1954,2610,1,251.07,2023-02-25,2024-02-25
1955,114,9,410.52,2024-05-22,2025-05-22
1956,2661,12,109.43,2023-03-09,2024-03-08
1957,527,4,332.63,2024-09-25,2025-09-25
1958,2650,10,565.77,2024-05-15,2025-05-15
1959,1498,6,183.31,2023-10-06,2024-10-05
1960,1739,1,251.1,2023-08-11,2024-08-10
1961,1281,13,116.37,2023-10-18,2024-10-17
1962,2875,3,189.26,2024-11-05,2025-11-05
1963,1797,7,84.69,2023-09-18,2024-09-17
1964,2560,7,83.98,2024-07-06,2025-07-06
1965,2378,7,102.83,2024-01-28,2025-01-27
1966,1423,13,143.62,2024-12-13,2025-12-13
1967,2842,6,139.59,2026-07-11,2027-07-11
1968,2642,6,139.22,2024-11-19,2025-11-19
1969,2031,7,96.72,2025-11-07,2026-11-07
1970,2811,9,460.75,2024-08-26,2025-08-26
1971,1467,5,191.42,2025-08-27,2026-08-27
1972,1977,8,70.72,2024-07-14,2025-07-14
1973,1084,12,117.04,2025-05-24,2026-05-24
1974,217,2,266.58,2026-03-09,2027-03-09
1975,2094,5,171.75,2025-06-08,2026-06-08
1976,3039,10,470.02,2024-03-01,2025-03-01
1977,2432,6,162.89,2024-08-17,2025-08-17
1978,1556,3,181.47,2023-09-06,2024-09-05
1979,1042,2,244.35,2025-01-08,2026-01-08
1980,1451,6,135.31,2023-07-09,2024-07-08
1981,248,12,170.0,2026-07-18,2027-07-18
1982,1920,2,243.49,2025-03-24,2026-03-24
1983,1477,3,241.52,2024-02-17,2025-02-16
1984,1615,1,156.82,2023-05-01,2024-04-30
1985,947,13,104.86,2026-07-23,2027-07-23
1986,2176,8,100.74,2025-07-30,2026-07-30
1987,1465,6,253.5,2025-05-25,2026-05-25
1988,2046,13,135.17,2024-06-21,2025-06-21
1989,1255,13,238.47,2024-12-26,2025-12-26
1990,3003,12,101.99,2024-01-31,2025-01-30
1991,2020,7,92.15,2023-08-07,2024-08-06
1992,544,6,119.44,2023-02-18,2024-02-18
1993,2457,5,176.24,2023-09-22,2024-09-21
1994,420,10,419.74,2024-07-08,2025-07-08
1995,3140,7,82.7,2025-03-08,2026-03-08
1996,1502,1,199.58,2025-02-12,2026-02-12
1997,326,1,248.01,2023-10-06,2024-10-05
1998,538,12,114.81,2026-08-23,2027-08-23
1999,2607,8,75.3,2025-12-13,2026-12-13
2000,553,10,602.71,2024-07-12,2025-07-12
2001,2560,5,177.35,2024-03-20,2025-03-20
2002,939,9,449.49,2023-09-30,2024-09-29
2003,2131,6,182.94,2026-03-30,2027-03-30
2004,1412,1,149.48,2026-02-15,2025-02-15
2005,1807,4,157.37,2026-07-10,2027-07-10
2006,2855,13,149.28,2026-03-11,2027-03-11
2007,1568,7,109.25,2023-05-20,2024-05-19
2008,1461,9,419.57,2023-02-23,2024-02-23
2009,18,12,146.65,2025-07-17,2026-07-17
2010,2725,13,113.03,2026-06-29,2027-06-29
2011,955,10,601.75,2024-04-11,2025-04-11
2012,534,13,170.81,2024-07-17,2025-07-17
2013,3040,8,75.78,2023-11-24,2024-11-23
2014,1860,7,88.4,2025-04-23,2026-04-23
2015,76,3,178.47,2023-11-05,2024-11-04
2016,2297,9,529.97,2023-09-06,2024-09-05
2017,3083,8,86.28,2026-05-06,2027-05-06
2018,2866,8,75.62,2023-09-27,2024-09-26
2019,309,8,103.11,2023-08-24,2024-08-23
2020,1825,12,154.42,2025-02-06,2024-02-07
2021,2257,12,134.24,2023-01-07,2024-01-07
2022,1160,2,234.66,2023-12-13,2024-12-12
2023,3008,7,111.64,2023-02-19,2024-02-19
2024,2103,13,100.23,2024-12-16,2025-12-16
2025,1985,8,80.37,2024-11-23,2025-11-23
2026,21,13,142.76,2023-07-18,2024-07-17
2027,177,8,98.45,2024-05-23,2025-05-23
2028,2548,8,76.5,2023-12-31,2024-12-30
2029,1390,3,292.24,2024-08-12,2025-08-12
2030,551,2,267.81,2024-04-07,2025-04-07
2031,1108,7,91.12,2024-06-14,2025-06-14
2032,599,2,289.21,2024-06-18,2025-06-18
2033,1212,12,164.28,2024-08-09,2025-08-09
2034,2929,10,390.13,2023-03-10,2024-03-09
2035,2781,13,120.23,2025-01-07,2026-01-07
2036,1829,7,133.34,2023-06-26,2024-06-25
2037,2645,10,455.42,2025-05-28,2026-05-28
2038,376,13,127.17,2026-03-31,2027-03-31
2039,2504,7,72.65,2023-04-18,2024-04-17
2040,656,7,95.85,2023-08-13,2024-08-12
2041,1090,7,84.54,2024-06-13,2025-06-13
2042,1797,12,125.64,2023-01-06,2024-01-06
2043,1977,12,96.64,2023-05-20,2024-05-19
2044,1832,8,96.21,2024-01-01,2024-12-31
2045,2856,12,163.89,2024-03-27,2025-03-27
2046,2971,5,213.03,2024-12-02,2025-12-02
2047,483,5,159.78,2025-09-17,2026-09-17
2048,297,4,153.31,2026-02-05,2027-02-05
2049,1876,13,152.87,2023-08-24,2024-08-23
2050,582,7,82.86,2025-03-06,2026-03-06
2051,29,12,148.95,2024-11-14,2025-11-14
2052,2203,5,170.86,2023-04-05,2024-04-04
2053,842,1,203.99,2024-07-04,2025-07-04
2054,1008,10,414.93,2023-09-14,2024-09-13
2055,1324,11,488.91,2024-06-30,2025-06-30
2056,2784,13,121.07,2025-06-22,2026-06-22
2057,114,9,401.7,2023-02-20,2024-02-20
2058,1546,2,196.96,2024-05-21,2025-05-21
2059,129,2,254.53,2023-06-12,2024-06-11
2060,2706,10,406.27,2024-08-04,2025-08-04
2061,2294,9,732.29,2026-07-28,2027-07-28
2062,1563,6,185.11,2025-07-27,2026-07-27
2063,325,8,95.83,2024-09-08,2025-09-08
2064,3028,8,99.63,2025-10-24,2026-10-24
2065,500,12,143.89,2026-01-09,2027-01-09
2066,1260,2,231.95,2025-11-02,2026-11-02
2067,958,2,206.48,2026-05-22,2027-05-22
2068,1926,5,146.13,2024-06-12,2025-06-12
2069,705,3,199.4,2024-02-24,2025-02-23
2070,2361,12,110.01,2026-02-27,2027-02-27
2071,59,11,472.35,2024-03-09,2025-03-09
2072,568,2,261.59,2025-11-13,2026-11-13
2073,3198,8,90.78,2025-09-16,2026-09-16
2074,2732,7,91.65,2025-08-09,2026-08-09
2075,1556,9,341.8,2025-05-05,2026-05-05
2076,945,12,113.89,2025-04-03,2026-04-03
2077,3026,8,83.14,2025-03-31,2026-03-31
2078,2734,10,462.63,2025-08-28,2026-08-28
2079,1577,10,364.87,2025-03-18,2026-03-18
2080,1446,4,199.27,2024-12-01,2025-12-01
2081,573,13,144.97,2024-10-18,2025-10-18
2082,290,10,457.12,2026-03-19,2027-03-19
2083,2128,11,490.0,2026-02-17,2027-02-17
2084,589,10,396.34,2024-07-18,2025-07-18
2085,21,9,462.22,2026-02-08,2027-02-08
2086,167,11,385.55,2026-01-03,2027-01-03
2087,2783,6,201.04,2024-07-18,2025-07-18
2088,1557,9,355.42,2025-06-03,2026-06-03
2089,154,4,193.24,2023-06-29,2024-06-28
2090,228,4,177.91,2024-01-24,2025-01-23
2091,980,4,192.74,2023-08-11,2024-08-10
2092,2083,7,84.66,2024-05-30,2025-05-30
2093,1325,8,86.57,2023-10-01,2024-09-30
2094,1457,6,181.29,2024-12-04,2025-12-04
2095,790,11,353.13,2024-06-02,2025-06-02
2096,2898,12,125.13,2025-07-16,2026-07-16
2097,2238,6,138.45,2023-07-02,2024-07-01
2098,1345,8,115.12,2026-06-18,2027-06-18
2099,1014,6,158.29,2026-03-23,2027-03-23
2100,3050,13,128.82,2023-05-20,2024-05-19
2101,2187,5,201.88,2025-03-03,2026-03-03
2102,2837,3,199.72,2026-04-09,2027-04-09
2103,3175,9,494.15,2025-05-19,2026-05-19
2104,1256,10,445.54,2023-12-11,2024-12-10
2105,1612,13,119.45,2025-12-11,2026-12-11
2106,479,11,375.22,2025-06-08,2026-06-08
2107,2978,12,125.9,2023-01-09,2024-01-09
2108,2026,3,301.23,2026-06-24,2027-06-24
2109,2951,4,168.13,2025-07-19,2026-07-19
2110,527,2,415.76,2026-03-17,2027-03-17
2111,1123,8,98.28,2024-09-16,2025-09-16
2112,2962,8,100.16,2023-11-05,2024-11-04
2113,1601,8,111.69,2026-07-18,2027-07-18
2114,2465,6,122.66,2025-12-04,2026-12-04
2115,773,5,164.3,2024-05-07,2025-05-07
2116,375,7,62.93,2026-08-10,2027-08-10
2117,1284,13,97.77,2024-07-14,2025-07-14
2118,252,5,167.71,2024-01-24,2025-01-23
2119,1420,2,208.56,2023-01-30,2024-01-30
2120,3055,12,144.28,2024-05-20,2025-05-20
2121,2112,3,273.84,2026-03-03,2027-03-03
2122,1908,1,235.69,2023-01-09,2024-01-09
2123,829,1,218.92,2023-01-25,2024-01-25
2124,395,12,104.44,2024-11-03,2025-11-03
2125,990,5,173.76,2026-08-10,2027-08-10
2126,1787,8,69.37,2025-03-25,2026-03-25
2127,522,10,408.69,2024-04-06,2025-04-06
2128,1270,12,123.8,2023-07-19,2024-07-18
2129,1596,10,407.01,2024-05-20,2025-05-20
2130,3162,12,185.94,2024-01-03,2025-01-02
2131,209,4,218.48,2026-08-07,2027-08-07
2132,1044,6,118.11,2023-04-14,2024-04-13
2133,1936,13,222.75,2024-08-12,2025-08-12
2134,1939,4,213.2,2026-03-03,2027-03-03
2135,540,12,119.44,2023-08-18,2024-08-17
2136,450,5,162.6,2024-05-11,2025-05-11
2137,1486,8,79.98,2023-06-29,2024-06-28
2138,741,3,231.35,2024-01-18,2025-01-17
2139,138,11,448.1,2024-10-28,2025-10-28
2140,188,3,177.49,2024-05-29,2025-05-29
2141,1029,5,144.35,2024-05-29,2025-05-29
2142,657,13,140.43,2024-06-01,2025-06-01
2143,2827,3,152.2,2026-07-12,2027-07-12
2144,1809,11,694.34,2024-10-15,2025-10-15
2145,2084,3,249.18,2025-07-02,2026-07-02
2146,1310,9,387.67,2024-03-23,2025-03-23
2147,3075,7,104.95,2023-03-31,2024-03-30
2148,246,9,445.02,2023-10-15,2024-10-14
2149,2994,11,647.34,2025-07-02,2026-07-02
2150,1162,10,492.27,2023-09-04,2024-09-03
2151,2265,8,82.54,2024-05-09,2025-05-09
2152,1726,4,134.96,2024-08-10,2025-08-10
2153,1449,11,415.05,2023-05-14,2024-05-13
2154,3067,11,402.15,2023-09-05,2024-09-04
2155,2028,5,225.01,2023-05-20,2024-05-19
2156,2109,7,91.18,2025-10-20,2026-10-20
2157,2764,10,455.12,2026-03-05,2027-03-05
2158,2376,10,452.77,2023-01-26,2024-01-26
2159,2624,6,258.53,2024-10-06,2025-10-06
2160,2333,11,557.63,2024-06-08,2025-06-08
2161,362,3,219.68,2023-09-19,2024-09-18
2162,3000,8,74.48,2026-04-18,2027-04-18
2163,2951,5,197.26,2024-04-15,2025-04-15
2164,1693,2,201.14,2023-10-22,2024-10-21
2165,1258,4,148.18,2025-08-24,2026-08-24
2166,318,5,113.95,2026-04-24,2027-04-24
2167,500,3,303.13,2025-01-10,2026-01-10
2168,609,7,90.81,2023-12-07,2024-12-06
2169,1513,1,426.52,2024-09-17,2025-09-17
2170,546,13,105.82,2025-06-04,2026-06-04
2171,2735,13,124.85,2023-04-22,2024-04-21
2172,1917,12,105.91,2024-08-25,2025-08-25
2173,1651,11,350.13,2023-04-14,2024-04-13
2174,1796,12,167.78,2025-03-28,2026-03-28
2175,1607,11,418.65,2026-02-24,2027-02-24
2176,2803,3,312.04,2026-07-21,2027-07-21
2177,2122,11,427.39,2024-12-30,2025-12-30
2178,68,13,119.18,2024-01-06,2025-01-05
2179,2594,9,711.08,2024-01-13,2025-01-12
2180,2317,4,167.16,2023-10-20,2024-10-19
2181,3009,5,138.12,2024-09-14,2025-09-14
2182,1692,12,116.61,2023-04-23,2024-04-22
2183,1108,9,372.82,2024-05-08,2025-05-08
2184,1030,10,466.87,2023-04-05,2024-04-04
2185,1222,13,123.26,2023-04-09,2024-04-08
2186,2103,9,313.78,2026-01-29,2027-01-29
2187,3027,13,173.45,2026-06-15,2027-06-15
2188,1114,8,78.39,2024-05-18,2025-05-18
2189,3110,13,147.7,2025-05-24,2026-05-24
2190,1328,9,345.58,2024-09-05,2025-09-05
2191,2300,12,107.15,2024-04-26,2025-04-26
2192,2231,6,136.17,2025-03-20,2026-03-20
2193,781,8,87.06,2023-05-20,2024-05-19
2194,2644,5,149.68,2026-05-18,2027-05-18
2195,1015,12,148.15,2023-11-20,2024-11-19
2196,114,2,212.81,2025-10-23,2026-10-23
2197,739,1,245.99,2024-05-07,2025-05-07
2198,1491,4,129.24,2024-02-04,2025-02-03
2199,1618,6,117.9,2023-01-10,2024-01-10
2200,727,1,209.05,2024-01-11,2025-01-10
2201,2250,13,145.57,2023-03-13,2024-03-12
2202,750,13,121.86,2024-05-16,2025-05-16
2203,3168,10,351.5,2025-03-27,2026-03-27
2204,2857,1,328.41,2023-08-04,2024-08-03
2205,2617,2,331.32,2024-12-02,2025-12-02
2206,871,5,181.76,2025-12-20,2026-12-20
2207,896,13,105.89,2023-05-29,2024-05-28
2208,2945,10,403.0,2023-08-25,2024-08-24
